station_name,line_name
矢代田,JR信越本線(直江津～新潟)
古津,JR信越本線(直江津～新潟)
新津,JR信越本線(直江津～新潟)
さつき野,JR信越本線(直江津～新潟)
荻川,JR信越本線(直江津～新潟)
亀田,JR信越本線(直江津～新潟)
越後石山,JR信越本線(直江津～新潟)
新潟,JR信越本線(直江津～新潟)
新潟,JR白新線
東新潟,JR白新線
大形,JR白新線
新崎,JR白新線
早通,JR白新線
豊栄,JR白新線
黒山,JR白新線
佐々木,JR白新線
西新発田,JR白新線
新発田,JR白新線
長野,JR飯山線
北長野,JR飯山線
三才,JR飯山線
豊野,JR飯山線
信濃浅野,JR飯山線
立ケ花,JR飯山線
上今井,JR飯山線
替佐,JR飯山線
蓮,JR飯山線
飯山,JR飯山線
北飯山,JR飯山線
信濃平,JR飯山線
戸狩野沢温泉,JR飯山線
上境,JR飯山線
上桑名川,JR飯山線
桑名川,JR飯山線
西大滝,JR飯山線
信濃白鳥,JR飯山線
平滝,JR飯山線
横倉,JR飯山線
森宮野原,JR飯山線
足滝,JR飯山線
越後田中,JR飯山線
津南,JR飯山線
越後鹿渡,JR飯山線
越後田沢,JR飯山線
越後水沢,JR飯山線
土市,JR飯山線
十日町,JR飯山線
魚沼中条,JR飯山線
下条,JR飯山線
越後岩沢,JR飯山線
内ケ巻,JR飯山線
越後川口,JR飯山線
柏崎,JR越後線
東柏崎,JR越後線
西中通,JR越後線
荒浜,JR越後線
刈羽,JR越後線
西山,JR越後線
礼拝,JR越後線
石地,JR越後線
小木ノ城,JR越後線
出雲崎,JR越後線
妙法寺,JR越後線
小島谷,JR越後線
桐原,JR越後線
寺泊,JR越後線
分水,JR越後線
粟生津,JR越後線
南吉田,JR越後線
吉田,JR越後線
北吉田,JR越後線
岩室,JR越後線
巻,JR越後線
越後曽根,JR越後線
越後赤塚,JR越後線
内野西が丘,JR越後線
内野,JR越後線
新潟大学前,JR越後線
寺尾,JR越後線
小針,JR越後線
青山,JR越後線
関屋,JR越後線
白山,JR越後線
新潟,JR越後線
松本,北アルプス線
北松本,北アルプス線
島内,北アルプス線
島高松,北アルプス線
梓橋,北アルプス線
一日市場,北アルプス線
中萱,北アルプス線
南豊科,北アルプス線
豊科,北アルプス線
柏矢町,北アルプス線
穂高,北アルプス線
有明,北アルプス線
安曇追分,北アルプス線
細野,北アルプス線
北細野,北アルプス線
信濃松川,北アルプス線
安曇沓掛,北アルプス線
信濃常盤,北アルプス線
南大町,北アルプス線
信濃大町,北アルプス線
北大町,北アルプス線
信濃木崎,北アルプス線
稲尾,北アルプス線
海ノ口,北アルプス線
簗場,北アルプス線
ヤナバスキー場前,北アルプス線
南神城,北アルプス線
神城,北アルプス線
飯森,北アルプス線
白馬,北アルプス線
信濃森上,北アルプス線
白馬大池,北アルプス線
千国,北アルプス線
南小谷,北アルプス線
中土,北アルプス線
北小谷,北アルプス線
平岩,北アルプス線
小滝,北アルプス線
根知,北アルプス線
頸城大野,北アルプス線
姫川,北アルプス線
糸魚川,北アルプス線
弥彦,JR弥彦線
矢作,JR弥彦線
吉田,JR弥彦線
西燕,JR弥彦線
燕,JR弥彦線
燕三条,JR弥彦線
北三条,JR弥彦線
東三条,JR弥彦線
名古屋,JR中央本線(名古屋～塩尻)
金山,JR中央本線(名古屋～塩尻)
鶴舞,JR中央本線(名古屋～塩尻)
千種,JR中央本線(名古屋～塩尻)
大曽根,JR中央本線(名古屋～塩尻)
新守山,JR中央本線(名古屋～塩尻)
勝川,JR中央本線(名古屋～塩尻)
春日井,JR中央本線(名古屋～塩尻)
神領,JR中央本線(名古屋～塩尻)
高蔵寺,JR中央本線(名古屋～塩尻)
定光寺,JR中央本線(名古屋～塩尻)
古虎渓,JR中央本線(名古屋～塩尻)
多治見,JR中央本線(名古屋～塩尻)
土岐市,JR中央本線(名古屋～塩尻)
瑞浪,JR中央本線(名古屋～塩尻)
釜戸,JR中央本線(名古屋～塩尻)
武並,JR中央本線(名古屋～塩尻)
恵那,JR中央本線(名古屋～塩尻)
美乃坂本,JR中央本線(名古屋～塩尻)
中津川,JR中央本線(名古屋～塩尻)
落合川,JR中央本線(名古屋～塩尻)
坂下,JR中央本線(名古屋～塩尻)
田立,JR中央本線(名古屋～塩尻)
南木曽,JR中央本線(名古屋～塩尻)
十二兼,JR中央本線(名古屋～塩尻)
野尻,JR中央本線(名古屋～塩尻)
大桑,JR中央本線(名古屋～塩尻)
須原,JR中央本線(名古屋～塩尻)
倉本,JR中央本線(名古屋～塩尻)
上松,JR中央本線(名古屋～塩尻)
木曽福島,JR中央本線(名古屋～塩尻)
原野,JR中央本線(名古屋～塩尻)
宮ノ越,JR中央本線(名古屋～塩尻)
藪原,JR中央本線(名古屋～塩尻)
奈良井,JR中央本線(名古屋～塩尻)
木曽平沢,JR中央本線(名古屋～塩尻)
贄川,JR中央本線(名古屋～塩尻)
日出塩,JR中央本線(名古屋～塩尻)
洗馬,JR中央本線(名古屋～塩尻)
塩尻,JR中央本線(名古屋～塩尻)
塩尻,JR篠ノ井線
広丘,JR篠ノ井線
村井,JR篠ノ井線
平田,JR篠ノ井線
南松本,JR篠ノ井線
松本,JR篠ノ井線
田沢,JR篠ノ井線
明科,JR篠ノ井線
西条,JR篠ノ井線
坂北,JR篠ノ井線
聖高原,JR篠ノ井線
冠着,JR篠ノ井線
姨捨,JR篠ノ井線
稲荷山,JR篠ノ井線
篠ノ井,JR篠ノ井線
豊橋,JR飯田線(豊橋～天竜峡)
船町,JR飯田線(豊橋～天竜峡)
下地,JR飯田線(豊橋～天竜峡)
小坂井,JR飯田線(豊橋～天竜峡)
牛久保,JR飯田線(豊橋～天竜峡)
豊川,JR飯田線(豊橋～天竜峡)
三河一宮,JR飯田線(豊橋～天竜峡)
長山,JR飯田線(豊橋～天竜峡)
江島,JR飯田線(豊橋～天竜峡)
東上,JR飯田線(豊橋～天竜峡)
野田城,JR飯田線(豊橋～天竜峡)
新城,JR飯田線(豊橋～天竜峡)
東新町,JR飯田線(豊橋～天竜峡)
茶臼山,JR飯田線(豊橋～天竜峡)
三河東郷,JR飯田線(豊橋～天竜峡)
大海,JR飯田線(豊橋～天竜峡)
鳥居,JR飯田線(豊橋～天竜峡)
長篠城,JR飯田線(豊橋～天竜峡)
本長篠,JR飯田線(豊橋～天竜峡)
三河大野,JR飯田線(豊橋～天竜峡)
湯谷温泉,JR飯田線(豊橋～天竜峡)
三河槙原,JR飯田線(豊橋～天竜峡)
柿平,JR飯田線(豊橋～天竜峡)
三河川合,JR飯田線(豊橋～天竜峡)
池場,JR飯田線(豊橋～天竜峡)
東栄,JR飯田線(豊橋～天竜峡)
出馬,JR飯田線(豊橋～天竜峡)
上市場,JR飯田線(豊橋～天竜峡)
浦川,JR飯田線(豊橋～天竜峡)
早瀬,JR飯田線(豊橋～天竜峡)
下川合,JR飯田線(豊橋～天竜峡)
中部天竜,JR飯田線(豊橋～天竜峡)
佐久間,JR飯田線(豊橋～天竜峡)
相月,JR飯田線(豊橋～天竜峡)
城西,JR飯田線(豊橋～天竜峡)
向市場,JR飯田線(豊橋～天竜峡)
水窪,JR飯田線(豊橋～天竜峡)
大嵐,JR飯田線(豊橋～天竜峡)
小和田,JR飯田線(豊橋～天竜峡)
中井侍,JR飯田線(豊橋～天竜峡)
伊那小沢,JR飯田線(豊橋～天竜峡)
鶯巣,JR飯田線(豊橋～天竜峡)
平岡,JR飯田線(豊橋～天竜峡)
為栗,JR飯田線(豊橋～天竜峡)
温田,JR飯田線(豊橋～天竜峡)
田本,JR飯田線(豊橋～天竜峡)
門島,JR飯田線(豊橋～天竜峡)
唐笠,JR飯田線(豊橋～天竜峡)
金野,JR飯田線(豊橋～天竜峡)
千代,JR飯田線(豊橋～天竜峡)
天竜峡,JR飯田線(豊橋～天竜峡)
天竜峡,JR飯田線(天竜峡～辰野)
川路,JR飯田線(天竜峡～辰野)
時又,JR飯田線(天竜峡～辰野)
駄科,JR飯田線(天竜峡～辰野)
毛賀,JR飯田線(天竜峡～辰野)
伊那八幡,JR飯田線(天竜峡～辰野)
下山村,JR飯田線(天竜峡～辰野)
鼎,JR飯田線(天竜峡～辰野)
切石,JR飯田線(天竜峡～辰野)
飯田,JR飯田線(天竜峡～辰野)
桜町,JR飯田線(天竜峡～辰野)
伊那上郷,JR飯田線(天竜峡～辰野)
元善光寺,JR飯田線(天竜峡～辰野)
下市田,JR飯田線(天竜峡～辰野)
市田,JR飯田線(天竜峡～辰野)
下平,JR飯田線(天竜峡～辰野)
山吹,JR飯田線(天竜峡～辰野)
伊那大島,JR飯田線(天竜峡～辰野)
上片桐,JR飯田線(天竜峡～辰野)
伊那田島,JR飯田線(天竜峡～辰野)
高遠原,JR飯田線(天竜峡～辰野)
七久保,JR飯田線(天竜峡～辰野)
伊那本郷,JR飯田線(天竜峡～辰野)
飯島,JR飯田線(天竜峡～辰野)
田切,JR飯田線(天竜峡～辰野)
伊那福岡,JR飯田線(天竜峡～辰野)
小町屋,JR飯田線(天竜峡～辰野)
駒ケ根,JR飯田線(天竜峡～辰野)
大田切,JR飯田線(天竜峡～辰野)
宮田,JR飯田線(天竜峡～辰野)
赤木,JR飯田線(天竜峡～辰野)
沢渡,JR飯田線(天竜峡～辰野)
下島,JR飯田線(天竜峡～辰野)
伊那市,JR飯田線(天竜峡～辰野)
伊那北,JR飯田線(天竜峡～辰野)
田畑,JR飯田線(天竜峡～辰野)
北殿,JR飯田線(天竜峡～辰野)
木ノ下,JR飯田線(天竜峡～辰野)
伊那松島,JR飯田線(天竜峡～辰野)
沢,JR飯田線(天竜峡～辰野)
羽場,JR飯田線(天竜峡～辰野)
伊那新町,JR飯田線(天竜峡～辰野)
宮木,JR飯田線(天竜峡～辰野)
辰野,JR飯田線(天竜峡～辰野)
米原,JR北陸本線(米原～敦賀)
坂田,JR北陸本線(米原～敦賀)
田村,JR北陸本線(米原～敦賀)
長浜,JR北陸本線(米原～敦賀)
虎姫,JR北陸本線(米原～敦賀)
河毛,JR北陸本線(米原～敦賀)
高月,JR北陸本線(米原～敦賀)
木ノ本,JR北陸本線(米原～敦賀)
余呉,JR北陸本線(米原～敦賀)
近江塩津,JR北陸本線(米原～敦賀)
新疋田,JR北陸本線(米原～敦賀)
敦賀,JR北陸本線(米原～敦賀)
岐阜,JR高山本線
長森,JR高山本線
那加,JR高山本線
蘇原,JR高山本線
各務ケ原,JR高山本線
鵜沼,JR高山本線
坂祝,JR高山本線
美濃太田,JR高山本線
古井,JR高山本線
中川辺,JR高山本線
下麻生,JR高山本線
上麻生,JR高山本線
白川口,JR高山本線
下油井,JR高山本線
飛騨金山,JR高山本線
焼石,JR高山本線
下呂,JR高山本線
禅昌寺,JR高山本線
飛騨萩原,JR高山本線
上呂,JR高山本線
飛騨宮田,JR高山本線
飛騨小坂,JR高山本線
渚,JR高山本線
久々野,JR高山本線
飛騨一ノ宮,JR高山本線
高山,JR高山本線
上枝,JR高山本線
飛騨国府,JR高山本線
飛騨古川,JR高山本線
杉崎,JR高山本線
飛騨細江,JR高山本線
角川,JR高山本線
坂上,JR高山本線
打保,JR高山本線
杉原,JR高山本線
猪谷,JR高山本線
楡原,JR高山本線
笹津,JR高山本線
東八尾,JR高山本線
越中八尾,JR高山本線
千里,JR高山本線
速星,JR高山本線
婦中鵜坂,JR高山本線
西富山,JR高山本線
富山,JR高山本線
高岡,JR城端線
新高岡,JR城端線
二塚,JR城端線
林,JR城端線
戸出,JR城端線
油田,JR城端線
砺波,JR城端線
東野尻,JR城端線
高儀,JR城端線
福野,JR城端線
東石黒,JR城端線
福光,JR城端線
越中山田,JR城端線
城端,JR城端線
高岡,JR氷見線
越中中川,JR氷見線
能町,JR氷見線
伏木,JR氷見線
越中国分,JR氷見線
雨晴,JR氷見線
島尾,JR氷見線
氷見,JR氷見線
津幡,JR七尾線
中津幡,JR七尾線
本津幡,JR七尾線
能瀬,JR七尾線
宇野気,JR七尾線
横山,JR七尾線
高松,JR七尾線
免田,JR七尾線
宝達,JR七尾線
敷浪,JR七尾線
南羽咋,JR七尾線
羽咋,JR七尾線
千路,JR七尾線
金丸,JR七尾線
能登部,JR七尾線
良川,JR七尾線
能登二宮,JR七尾線
徳田,JR七尾線
七尾,JR七尾線
和倉温泉,JR七尾線
敦賀,敦賀港線
敦賀港,敦賀港線
福井,九頭竜線
越前花堂,九頭竜線
六条,九頭竜線
足羽,九頭竜線
越前東郷,九頭竜線
一乗谷,九頭竜線
越前高田,九頭竜線
市波,九頭竜線
小和清水,九頭竜線
美山,九頭竜線
越前薬師,九頭竜線
越前大宮,九頭竜線
計石,九頭竜線
牛ケ原,九頭竜線
北大野,九頭竜線
越前大野,九頭竜線
越前田野,九頭竜線
越前富田,九頭竜線
下唯野,九頭竜線
柿ケ島,九頭竜線
勝原,九頭竜線
越前下山,九頭竜線
九頭竜湖,九頭竜線
東舞鶴,JR小浜線
松尾寺,JR小浜線
青郷,JR小浜線
三松,JR小浜線
若狭高浜,JR小浜線
若狭和田,JR小浜線
若狭本郷,JR小浜線
加斗,JR小浜線
勢浜,JR小浜線
小浜,JR小浜線
東小浜,JR小浜線
新平野,JR小浜線
上中,JR小浜線
若狭有田,JR小浜線
大鳥羽,JR小浜線
十村,JR小浜線
藤井,JR小浜線
三方,JR小浜線
気山,JR小浜線
美浜,JR小浜線
東美浜,JR小浜線
粟野,JR小浜線
西敦賀,JR小浜線
敦賀,JR小浜線
熱海,JR東海道本線(熱海～浜松)
函南,JR東海道本線(熱海～浜松)
三島,JR東海道本線(熱海～浜松)
沼津,JR東海道本線(熱海～浜松)
片浜,JR東海道本線(熱海～浜松)
原,JR東海道本線(熱海～浜松)
東田子の浦,JR東海道本線(熱海～浜松)
吉原,JR東海道本線(熱海～浜松)
富士,JR東海道本線(熱海～浜松)
富士川,JR東海道本線(熱海～浜松)
新蒲原,JR東海道本線(熱海～浜松)
蒲原,JR東海道本線(熱海～浜松)
由比,JR東海道本線(熱海～浜松)
興津,JR東海道本線(熱海～浜松)
清水,JR東海道本線(熱海～浜松)
草薙,JR東海道本線(熱海～浜松)
東静岡,JR東海道本線(熱海～浜松)
静岡,JR東海道本線(熱海～浜松)
安倍川,JR東海道本線(熱海～浜松)
用宗,JR東海道本線(熱海～浜松)
焼津,JR東海道本線(熱海～浜松)
西焼津,JR東海道本線(熱海～浜松)
藤枝,JR東海道本線(熱海～浜松)
六合,JR東海道本線(熱海～浜松)
島田,JR東海道本線(熱海～浜松)
金谷,JR東海道本線(熱海～浜松)
菊川,JR東海道本線(熱海～浜松)
掛川,JR東海道本線(熱海～浜松)
愛野,JR東海道本線(熱海～浜松)
袋井,JR東海道本線(熱海～浜松)
御厨,JR東海道本線(熱海～浜松)
磐田,JR東海道本線(熱海～浜松)
豊田町,JR東海道本線(熱海～浜松)
天竜川,JR東海道本線(熱海～浜松)
浜松,JR東海道本線(熱海～浜松)
浜松,JR東海道本線(浜松～岐阜)
高塚,JR東海道本線(浜松～岐阜)
舞阪,JR東海道本線(浜松～岐阜)
弁天島,JR東海道本線(浜松～岐阜)
新居町,JR東海道本線(浜松～岐阜)
鷲津,JR東海道本線(浜松～岐阜)
新所原,JR東海道本線(浜松～岐阜)
二川,JR東海道本線(浜松～岐阜)
豊橋,JR東海道本線(浜松～岐阜)
西小坂井,JR東海道本線(浜松～岐阜)
愛知御津,JR東海道本線(浜松～岐阜)
三河大塚,JR東海道本線(浜松～岐阜)
三河三谷,JR東海道本線(浜松～岐阜)
蒲郡,JR東海道本線(浜松～岐阜)
三河塩津,JR東海道本線(浜松～岐阜)
三ケ根,JR東海道本線(浜松～岐阜)
幸田,JR東海道本線(浜松～岐阜)
相見,JR東海道本線(浜松～岐阜)
岡崎,JR東海道本線(浜松～岐阜)
西岡崎,JR東海道本線(浜松～岐阜)
安城,JR東海道本線(浜松～岐阜)
三河安城,JR東海道本線(浜松～岐阜)
東刈谷,JR東海道本線(浜松～岐阜)
野田新町,JR東海道本線(浜松～岐阜)
刈谷,JR東海道本線(浜松～岐阜)
逢妻,JR東海道本線(浜松～岐阜)
大府,JR東海道本線(浜松～岐阜)
共和,JR東海道本線(浜松～岐阜)
南大高,JR東海道本線(浜松～岐阜)
大高,JR東海道本線(浜松～岐阜)
笠寺,JR東海道本線(浜松～岐阜)
熱田,JR東海道本線(浜松～岐阜)
金山,JR東海道本線(浜松～岐阜)
尾頭橋,JR東海道本線(浜松～岐阜)
名古屋,JR東海道本線(浜松～岐阜)
枇杷島,JR東海道本線(浜松～岐阜)
清洲,JR東海道本線(浜松～岐阜)
稲沢,JR東海道本線(浜松～岐阜)
尾張一宮,JR東海道本線(浜松～岐阜)
木曽川,JR東海道本線(浜松～岐阜)
岐阜,JR東海道本線(浜松～岐阜)
岐阜,JR東海道本線(岐阜～美濃赤坂・米原)
西岐阜,JR東海道本線(岐阜～美濃赤坂・米原)
穂積,JR東海道本線(岐阜～美濃赤坂・米原)
大垣,JR東海道本線(岐阜～美濃赤坂・米原)
荒尾,JR東海道本線(岐阜～美濃赤坂・米原)
美濃赤坂,JR東海道本線(岐阜～美濃赤坂・米原)
垂井,JR東海道本線(岐阜～美濃赤坂・米原)
関ケ原,JR東海道本線(岐阜～美濃赤坂・米原)
柏原,JR東海道本線(岐阜～美濃赤坂・米原)
近江長岡,JR東海道本線(岐阜～美濃赤坂・米原)
醒ケ井,JR東海道本線(岐阜～美濃赤坂・米原)
米原,JR東海道本線(岐阜～美濃赤坂・米原)
熱海,JR伊東線
来宮,JR伊東線
伊豆多賀,JR伊東線
網代,JR伊東線
宇佐美,JR伊東線
伊東,JR伊東線
国府津,JR御殿場線
下曽我,JR御殿場線
上大井,JR御殿場線
相模金子,JR御殿場線
松田,JR御殿場線
東山北,JR御殿場線
山北,JR御殿場線
谷峨,JR御殿場線
駿河小山,JR御殿場線
足柄,JR御殿場線
御殿場,JR御殿場線
南御殿場,JR御殿場線
富士岡,JR御殿場線
岩波,JR御殿場線
裾野,JR御殿場線
長泉なめり,JR御殿場線
下土狩,JR御殿場線
大岡,JR御殿場線
沼津,JR御殿場線
大府,JR武豊線
尾張森岡,JR武豊線
緒川,JR武豊線
石浜,JR武豊線
東浦,JR武豊線
亀崎,JR武豊線
乙川,JR武豊線
半田,JR武豊線
東成岩,JR武豊線
武豊,JR武豊線
多治見,JR太多線
小泉,JR太多線
根本,JR太多線
姫,JR太多線
下切,JR太多線
可児,JR太多線
美濃川合,JR太多線
美濃太田,JR太多線
名古屋,JR関西本線(名古屋～亀山)
八田,JR関西本線(名古屋～亀山)
春田,JR関西本線(名古屋～亀山)
蟹江,JR関西本線(名古屋～亀山)
永和,JR関西本線(名古屋～亀山)
弥富,JR関西本線(名古屋～亀山)
長島,JR関西本線(名古屋～亀山)
桑名,JR関西本線(名古屋～亀山)
朝日,JR関西本線(名古屋～亀山)
富田,JR関西本線(名古屋～亀山)
富田浜,JR関西本線(名古屋～亀山)
四日市,JR関西本線(名古屋～亀山)
南四日市,JR関西本線(名古屋～亀山)
河原田,JR関西本線(名古屋～亀山)
河曲,JR関西本線(名古屋～亀山)
加佐登,JR関西本線(名古屋～亀山)
井田川,JR関西本線(名古屋～亀山)
亀山,JR関西本線(名古屋～亀山)
亀山,JR関西本線(亀山～加茂)
関,JR関西本線(亀山～加茂)
加太,JR関西本線(亀山～加茂)
柘植,JR関西本線(亀山～加茂)
新堂,JR関西本線(亀山～加茂)
佐那具,JR関西本線(亀山～加茂)
伊賀上野,JR関西本線(亀山～加茂)
島ケ原,JR関西本線(亀山～加茂)
月ケ瀬口,JR関西本線(亀山～加茂)
大河原,JR関西本線(亀山～加茂)
笠置,JR関西本線(亀山～加茂)
加茂,JR関西本線(亀山～加茂)
亀山,JR紀勢本線
下庄,JR紀勢本線
一身田,JR紀勢本線
津,JR紀勢本線
阿漕,JR紀勢本線
高茶屋,JR紀勢本線
六軒,JR紀勢本線
松阪,JR紀勢本線
徳和,JR紀勢本線
多気,JR紀勢本線
相可,JR紀勢本線
佐奈,JR紀勢本線
栃原,JR紀勢本線
川添,JR紀勢本線
三瀬谷,JR紀勢本線
滝原,JR紀勢本線
阿曽,JR紀勢本線
伊勢柏崎,JR紀勢本線
大内山,JR紀勢本線
梅ケ谷,JR紀勢本線
紀伊長島,JR紀勢本線
三野瀬,JR紀勢本線
船津,JR紀勢本線
相賀,JR紀勢本線
尾鷲,JR紀勢本線
大曽根浦,JR紀勢本線
九鬼,JR紀勢本線
三木里,JR紀勢本線
賀田,JR紀勢本線
二木島,JR紀勢本線
新鹿,JR紀勢本線
波田須,JR紀勢本線
大泊,JR紀勢本線
熊野市,JR紀勢本線
有井,JR紀勢本線
神志山,JR紀勢本線
紀伊市木,JR紀勢本線
阿田和,JR紀勢本線
紀伊井田,JR紀勢本線
鵜殿,JR紀勢本線
新宮,JR紀勢本線
柘植,JR草津線
油日,JR草津線
甲賀,JR草津線
寺庄,JR草津線
甲南,JR草津線
貴生川,JR草津線
三雲,JR草津線
甲西,JR草津線
石部,JR草津線
手原,JR草津線
草津,JR草津線
多気,JR参宮線
外城田,JR参宮線
田丸,JR参宮線
宮川,JR参宮線
山田上口,JR参宮線
伊勢市,JR参宮線
五十鈴ケ丘,JR参宮線
二見浦,JR参宮線
松下,JR参宮線
池の浦シーサイド,JR参宮線
鳥羽,JR参宮線
松阪,JR名松線
上ノ庄,JR名松線
権現前,JR名松線
伊勢八太,JR名松線
一志,JR名松線
井関,JR名松線
伊勢大井,JR名松線
伊勢川口,JR名松線
関ノ宮,JR名松線
家城,JR名松線
伊勢竹原,JR名松線
伊勢鎌倉,JR名松線
伊勢八知,JR名松線
比津,JR名松線
伊勢奥津,JR名松線
米原,琵琶湖線
彦根,琵琶湖線
南彦根,琵琶湖線
河瀬,琵琶湖線
稲枝,琵琶湖線
能登川,琵琶湖線
安土,琵琶湖線
近江八幡,琵琶湖線
篠原,琵琶湖線
野洲,琵琶湖線
守山,琵琶湖線
栗東,琵琶湖線
草津,琵琶湖線
南草津,琵琶湖線
瀬田,琵琶湖線
石山,琵琶湖線
膳所,琵琶湖線
大津,琵琶湖線
山科,琵琶湖線
京都,琵琶湖線
京都,JR京都線
西大路,JR京都線
桂川,JR京都線
向日町,JR京都線
長岡京,JR京都線
山崎,JR京都線
島本,JR京都線
高槻,JR京都線
摂津富田,JR京都線
JR総持寺,JR京都線
茨木,JR京都線
千里丘,JR京都線
岸辺,JR京都線
吹田,JR京都線
東淀川,JR京都線
新大阪,JR京都線
大阪,JR京都線
大阪,JR神戸線(大阪～神戸)
塚本,JR神戸線(大阪～神戸)
尼崎,JR神戸線(大阪～神戸)
立花,JR神戸線(大阪～神戸)
甲子園口,JR神戸線(大阪～神戸)
西宮,JR神戸線(大阪～神戸)
さくら夙川,JR神戸線(大阪～神戸)
芦屋,JR神戸線(大阪～神戸)
甲南山手,JR神戸線(大阪～神戸)
摂津本山,JR神戸線(大阪～神戸)
住吉,JR神戸線(大阪～神戸)
六甲道,JR神戸線(大阪～神戸)
摩耶,JR神戸線(大阪～神戸)
灘,JR神戸線(大阪～神戸)
三ノ宮,JR神戸線(大阪～神戸)
元町,JR神戸線(大阪～神戸)
神戸,JR神戸線(大阪～神戸)
京都,JR湖西線
山科,JR湖西線
大津京,JR湖西線
唐崎,JR湖西線
比叡山坂本,JR湖西線
おごと温泉,JR湖西線
堅田,JR湖西線
小野,JR湖西線
和邇,JR湖西線
蓬莱,JR湖西線
志賀,JR湖西線
比良,JR湖西線
近江舞子,JR湖西線
北小松,JR湖西線
近江高島,JR湖西線
安曇川,JR湖西線
新旭,JR湖西線
近江今津,JR湖西線
近江中庄,JR湖西線
マキノ,JR湖西線
永原,JR湖西線
近江塩津,JR湖西線
加茂,大和路線
木津,大和路線
平城山,大和路線
奈良,大和路線
郡山,大和路線
大和小泉,大和路線
法隆寺,大和路線
王寺,大和路線
三郷,大和路線
河内堅上,大和路線
高井田,大和路線
柏原,大和路線
志紀,大和路線
八尾,大和路線
久宝寺,大和路線
加美,大和路線
平野,大和路線
東部市場前,大和路線
天王寺,大和路線
新今宮,大和路線
今宮,大和路線
ＪＲ難波,大和路線
神戸,JR神戸線(神戸～姫路)
兵庫,JR神戸線(神戸～姫路)
新長田,JR神戸線(神戸～姫路)
鷹取,JR神戸線(神戸～姫路)
須磨海浜公園,JR神戸線(神戸～姫路)
須磨,JR神戸線(神戸～姫路)
塩屋,JR神戸線(神戸～姫路)
垂水,JR神戸線(神戸～姫路)
舞子,JR神戸線(神戸～姫路)
朝霧,JR神戸線(神戸～姫路)
明石,JR神戸線(神戸～姫路)
西明石,JR神戸線(神戸～姫路)
大久保,JR神戸線(神戸～姫路)
魚住,JR神戸線(神戸～姫路)
土山,JR神戸線(神戸～姫路)
東加古川,JR神戸線(神戸～姫路)
加古川,JR神戸線(神戸～姫路)
宝殿,JR神戸線(神戸～姫路)
曽根,JR神戸線(神戸～姫路)
ひめじ別所,JR神戸線(神戸～姫路)
御着,JR神戸線(神戸～姫路)
東姫路,JR神戸線(神戸～姫路)
姫路,JR神戸線(神戸～姫路)
姫路,JR山陽本線(姫路～岡山)
英賀保,JR山陽本線(姫路～岡山)
はりま勝原,JR山陽本線(姫路～岡山)
網干,JR山陽本線(姫路～岡山)
竜野,JR山陽本線(姫路～岡山)
相生,JR山陽本線(姫路～岡山)
有年,JR山陽本線(姫路～岡山)
上郡,JR山陽本線(姫路～岡山)
三石,JR山陽本線(姫路～岡山)
吉永,JR山陽本線(姫路～岡山)
和気,JR山陽本線(姫路～岡山)
熊山,JR山陽本線(姫路～岡山)
万富,JR山陽本線(姫路～岡山)
瀬戸,JR山陽本線(姫路～岡山)
上道,JR山陽本線(姫路～岡山)
東岡山,JR山陽本線(姫路～岡山)
高島,JR山陽本線(姫路～岡山)
西川原,JR山陽本線(姫路～岡山)
岡山,JR山陽本線(姫路～岡山)
岡山,JR山陽本線(岡山～三原)
北長瀬,JR山陽本線(岡山～三原)
庭瀬,JR山陽本線(岡山～三原)
中庄,JR山陽本線(岡山～三原)
倉敷,JR山陽本線(岡山～三原)
西阿知,JR山陽本線(岡山～三原)
新倉敷,JR山陽本線(岡山～三原)
金光,JR山陽本線(岡山～三原)
鴨方,JR山陽本線(岡山～三原)
里庄,JR山陽本線(岡山～三原)
笠岡,JR山陽本線(岡山～三原)
大門,JR山陽本線(岡山～三原)
東福山,JR山陽本線(岡山～三原)
福山,JR山陽本線(岡山～三原)
備後赤坂,JR山陽本線(岡山～三原)
松永,JR山陽本線(岡山～三原)
東尾道,JR山陽本線(岡山～三原)
尾道,JR山陽本線(岡山～三原)
糸崎,JR山陽本線(岡山～三原)
三原,JR山陽本線(岡山～三原)
三原,JR山陽本線(三原～岩国)
本郷,JR山陽本線(三原～岩国)
河内,JR山陽本線(三原～岩国)
入野,JR山陽本線(三原～岩国)
白市,JR山陽本線(三原～岩国)
西高屋,JR山陽本線(三原～岩国)
西条,JR山陽本線(三原～岩国)
寺家,JR山陽本線(三原～岩国)
八本松,JR山陽本線(三原～岩国)
瀬野,JR山陽本線(三原～岩国)
中野東,JR山陽本線(三原～岩国)
安芸中野,JR山陽本線(三原～岩国)
海田市,JR山陽本線(三原～岩国)
向洋,JR山陽本線(三原～岩国)
天神川,JR山陽本線(三原～岩国)
広島,JR山陽本線(三原～岩国)
新白島,JR山陽本線(三原～岩国)
横川,JR山陽本線(三原～岩国)
西広島,JR山陽本線(三原～岩国)
新井口,JR山陽本線(三原～岩国)
五日市,JR山陽本線(三原～岩国)
廿日市,JR山陽本線(三原～岩国)
宮内串戸,JR山陽本線(三原～岩国)
阿品,JR山陽本線(三原～岩国)
宮島口,JR山陽本線(三原～岩国)
前空,JR山陽本線(三原～岩国)
大野浦,JR山陽本線(三原～岩国)
玖波,JR山陽本線(三原～岩国)
